ticket_id,text,label
CLS-00313,"Good morning, My order has not been delivered. Reported via chat with medium priority, and this started yesterday.",shipping
CLS-00314,"Hi team, I cannot log in to my account. Reported via email with low priority, and this started yesterday.",account_access
CLS-00315,"Please help, SSO login fails for our team. Reported via support portal with high priority, and this started after the latest release.",account_access
CLS-00316,"Hello support, I am logged out immediately after signing in. Reported via support portal with high priority, and this started yesterday.",account_access
CLS-00317,"Need assistance, Courier delivered to the wrong address. Reported via support portal with high priority, and this affects multiple users.",shipping
CLS-00318,"Please help, The website is very slow today. Reported via support portal with medium priority, and this is blocking our operations.",technical
CLS-00319,"Need assistance, Order is marked delivered but I did not receive it. Reported via chat with medium priority, and this started after the latest release.",shipping
CLS-00320,"Urgent, I need an updated invoice with tax ID. Reported via support portal with medium priority, and please prioritize this today.",billing
CLS-00321,"Hello support, I was billed for an add-on I did not enable. Reported via phone with medium priority, and this is blocking our operations.",billing
CLS-00322,"Please help, My account is locked unexpectedly. Reported via chat with low priority, and this is blocking our operations.",account_access
CLS-00323,"Hello support, Export to CSV does not work. Reported via support portal with medium priority, and we need a quick resolution.",technical
CLS-00324,"Good morning, File upload fails for PDF documents. Reported via support portal with medium priority, and this started after the latest release.",technical
CLS-00325,"Please help, I need to change the delivery address. Reported via chat with medium priority, and this started yesterday.",shipping
CLS-00326,"Good morning, I am logged out immediately after signing in. Reported via chat with low priority, and this started after the latest release.",account_access
CLS-00327,"Please help, The dashboard is blank after login. Reported via chat with medium priority, and this started after the latest release.",technical
CLS-00328,"Please help, SSO login fails for our team. Reported via chat with low priority, and this started after the latest release.",account_access
CLS-00329,"Good morning, The app crashes on startup. Reported via email with low priority, and this started after the latest release.",technical
CLS-00330,"Need assistance, File upload fails for PDF documents. Reported via chat with low priority, and please prioritize this today.",technical
CLS-00331,"Urgent, I need an updated invoice with tax ID. Reported via support portal with low priority, and please prioritize this today.",billing
CLS-00332,"Please help, Courier delivered to the wrong address. Reported via email with high priority, and this is blocking our operations.",shipping
CLS-00333,"Need assistance, The website is very slow today. Reported via email with low priority, and this started yesterday.",technical
CLS-00334,"Good morning, Courier delivered to the wrong address. Reported via support portal with medium priority, and this started after the latest release.",shipping
CLS-00335,"Urgent, The website is very slow today. Reported via support portal with high priority, and this is blocking our operations.",technical
CLS-00336,"Hi team, The package arrived damaged. Reported via phone with high priority, and we need a quick resolution.",shipping
CLS-00337,"Need assistance, I need an updated invoice with tax ID. Reported via chat with medium priority, and please prioritize this today.",billing
CLS-00338,"Urgent, The dashboard is blank after login. Reported via support portal with high priority, and this is blocking our operations.",technical
CLS-00339,"Good morning, My user appears disabled in admin. Reported via chat with low priority, and this is blocking our operations.",account_access
CLS-00340,"Hi team, The payment failed but money was charged. Reported via email with medium priority, and this started after the latest release.",billing
CLS-00341,"Hello support, Password reset link expired. Reported via phone with medium priority, and this is blocking our operations.",account_access
CLS-00342,"Hello support, Two-factor code never arrives. Reported via email with medium priority, and this started after the latest release.",account_access
CLS-00343,"Need assistance, I was billed for an add-on I did not enable. Reported via phone with low priority, and this started after the latest release.",billing
CLS-00344,"Please help, The checkout page freezes. Reported via phone with medium priority, and please prioritize this today.",technical
CLS-00345,"Need assistance, The payment failed but money was charged. Reported via phone with medium priority, and we need a quick resolution.",billing
CLS-00346,"Hi team, My user appears disabled in admin. Reported via email with low priority, and this started yesterday.",account_access
CLS-00347,"Hello support, Order is marked delivered but I did not receive it. Reported via chat with high priority, and we need a quick resolution.",shipping
CLS-00348,"Need assistance, I need to change my login email. Reported via support portal with medium priority, and please prioritize this today.",account_access
CLS-00349,"Hello support, The dashboard is blank after login. Reported via chat with medium priority, and this affects multiple users.",technical
CLS-00350,"Hi team, My order has not been delivered. Reported via phone with high priority, and this affects multiple users.",shipping
CLS-00351,"Urgent, Delivery date keeps changing. Reported via support portal with low priority, and this started after the latest release.",shipping
CLS-00352,"Please help, SSO login fails for our team. Reported via phone with medium priority, and this is blocking our operations.",account_access
CLS-00353,"Good morning, I need an updated invoice with tax ID. Reported via chat with low priority, and this started yesterday.",billing
CLS-00354,"Hi team, I need to change the delivery address. Reported via phone with high priority, and we need a quick resolution.",shipping
CLS-00355,"Please help, The package arrived damaged. Reported via support portal with medium priority, and please prioritize this today.",shipping
CLS-00356,"Good morning, I need to change my login email. Reported via support portal with low priority, and this started yesterday.",account_access
CLS-00357,"Hi team, The dashboard is blank after login. Reported via chat with low priority, and we need a quick resolution.",technical
CLS-00358,"Please help, A discount code was not applied. Reported via phone with medium priority, and this started yesterday.",billing
CLS-00359,"Good morning, The package arrived damaged. Reported via email with medium priority, and this started yesterday.",shipping
CLS-00360,"Need assistance, Search is returning empty results. Reported via support portal with medium priority, and please prioritize this today.",technical
CLS-00361,"Please help, Search is returning empty results. Reported via chat with high priority, and we need a quick resolution.",technical
CLS-00362,"Hello support, Two-factor code never arrives. Reported via phone with medium priority, and this started yesterday.",account_access
CLS-00363,"Hi team, Two-factor code never arrives. Reported via email with high priority, and this is blocking our operations.",account_access
CLS-00364,"Urgent, My refund has not arrived yet. Reported via chat with high priority, and this is blocking our operations.",billing
CLS-00365,"Need assistance, A discount code was not applied. Reported via support portal with low priority, and this is blocking our operations.",billing
CLS-00366,"Need assistance, The payment failed but money was charged. Reported via support portal with low priority, and this is blocking our operations.",billing
CLS-00367,"Good morning, I need an updated invoice with tax ID. Reported via chat with low priority, and please prioritize this today.",billing
CLS-00368,"Hi team, I need to change my login email. Reported via chat with medium priority, and this started after the latest release.",account_access
CLS-00369,"Please help, Courier delivered to the wrong address. Reported via email with high priority, and please prioritize this today.",shipping
CLS-00370,"Need assistance, The dashboard is blank after login. Reported via email with high priority, and this started after the latest release.",technical
CLS-00371,"Hello support, The invoice total is incorrect. Reported via email with low priority, and please prioritize this today.",billing
CLS-00372,"Hello support, Order is marked delivered but I did not receive it. Reported via email with low priority, and please prioritize this today.",shipping
CLS-00373,"Need assistance, Delivery date keeps changing. Reported via phone with low priority, and please prioritize this today.",shipping
CLS-00374,"Hi team, My user appears disabled in admin. Reported via chat with low priority, and please prioritize this today.",account_access
CLS-00375,"Urgent, Password reset link expired. Reported via phone with high priority, and this is blocking our operations.",account_access
CLS-00376,"Good morning, I need to change my login email. Reported via email with medium priority, and this affects multiple users.",account_access
CLS-00377,"Need assistance, I need to change the delivery address. Reported via chat with high priority, and this started after the latest release.",shipping
CLS-00378,"Need assistance, My account is locked unexpectedly. Reported via phone with low priority, and we need a quick resolution.",account_access
CLS-00379,"Hi team, The dashboard is blank after login. Reported via phone with low priority, and this started yesterday.",technical
CLS-00380,"Good morning, The API returns a 500 error. Reported via email with medium priority, and this started yesterday.",technical
CLS-00381,"Need assistance, The package arrived damaged. Reported via support portal with low priority, and please prioritize this today.",shipping
CLS-00382,"Need assistance, I was billed for an add-on I did not enable. Reported via chat with low priority, and this is blocking our operations.",billing
CLS-00383,"Please help, Delivery date keeps changing. Reported via support portal with low priority, and we need a quick resolution.",shipping
CLS-00384,"Hello support, The website is very slow today. Reported via phone with medium priority, and this started after the latest release.",technical
CLS-00385,"Please help, Export to CSV does not work. Reported via email with low priority, and this affects multiple users.",technical
CLS-00386,"Please help, Export to CSV does not work. Reported via chat with low priority, and please prioritize this today.",technical
CLS-00387,"Good morning, The dashboard is blank after login. Reported via chat with medium priority, and this started after the latest release.",technical
CLS-00388,"Good morning, My refund has not arrived yet. Reported via phone with high priority, and we need a quick resolution.",billing
CLS-00389,"Need assistance, Tracking has not updated for days. Reported via chat with high priority, and please prioritize this today.",shipping
CLS-00390,"Need assistance, My order has not been delivered. Reported via phone with medium priority, and this started yesterday.",shipping
CLS-00391,"Please help, I cannot log in to my account. Reported via support portal with high priority, and we need a quick resolution.",account_access
CLS-00392,"Hello support, The dashboard is blank after login. Reported via support portal with medium priority, and this is blocking our operations.",technical
CLS-00393,"Hello support, I need to change the delivery address. Reported via chat with low priority, and please prioritize this today.",shipping
CLS-00394,"Good morning, The API returns a 500 error. Reported via phone with low priority, and we need a quick resolution.",technical
CLS-00395,"Hi team, SSO login fails for our team. Reported via support portal with low priority, and this is blocking our operations.",account_access
CLS-00396,"Good morning, My order has not been delivered. Reported via chat with low priority, and this started after the latest release.",shipping
CLS-00397,"Please help, My user appears disabled in admin. Reported via chat with high priority, and this started yesterday.",account_access
CLS-00398,"Urgent, My account is locked unexpectedly. Reported via support portal with high priority, and we need a quick resolution.",account_access
CLS-00399,"Hi team, My user appears disabled in admin. Reported via email with medium priority, and this affects multiple users.",account_access
CLS-00400,"Hello support, My refund has not arrived yet. Reported via support portal with high priority, and this started yesterday.",billing
CLS-00401,"Hello support, I need to change the delivery address. Reported via phone with high priority, and this affects multiple users.",shipping
CLS-00402,"Hi team, I need an updated invoice with tax ID. Reported via email with medium priority, and this is blocking our operations.",billing
CLS-00403,"Good morning, Order is marked delivered but I did not receive it. Reported via email with medium priority, and this started after the latest release.",shipping
CLS-00404,"Hi team, The website is very slow today. Reported via phone with medium priority, and this started after the latest release.",technical
CLS-00405,"Hello support, Tracking has not updated for days. Reported via support portal with low priority, and this is blocking our operations.",shipping
CLS-00406,"Urgent, The checkout page freezes. Reported via chat with medium priority, and we need a quick resolution.",technical
CLS-00407,"Hi team, The payment failed but money was charged. Reported via phone with low priority, and this affects multiple users.",billing
CLS-00408,"Urgent, SSO login fails for our team. Reported via email with medium priority, and we need a quick resolution.",account_access
CLS-00409,"Hello support, I cannot log in to my account. Reported via chat with medium priority, and please prioritize this today.",account_access
CLS-00410,"Urgent, Search is returning empty results. Reported via email with medium priority, and this started after the latest release.",technical
CLS-00411,"Urgent, The website is very slow today. Reported via phone with high priority, and this started after the latest release.",technical
CLS-00412,"Please help, SSO login fails for our team. Reported via phone with low priority, and we need a quick resolution.",account_access
CLS-00413,"Good morning, The package arrived damaged. Reported via email with low priority, and this started after the latest release.",shipping
CLS-00414,"Need assistance, Search is returning empty results. Reported via email with low priority, and this is blocking our operations.",technical
CLS-00415,"Urgent, My order has not been delivered. Reported via email with medium priority, and we need a quick resolution.",shipping
CLS-00416,"Urgent, Order is marked delivered but I did not receive it. Reported via email with low priority, and this started yesterday.",shipping
CLS-00417,"Hi team, Password reset link expired. Reported via chat with medium priority, and we need a quick resolution.",account_access
CLS-00418,"Need assistance, File upload fails for PDF documents. Reported via support portal with high priority, and we need a quick resolution.",technical
CLS-00419,"Urgent, My user appears disabled in admin. Reported via support portal with medium priority, and this affects multiple users.",account_access
CLS-00420,"Please help, The payment failed but money was charged. Reported via phone with high priority, and this started yesterday.",billing
CLS-00421,"Need assistance, Billing continued after cancellation. Reported via email with low priority, and we need a quick resolution.",billing
CLS-00422,"Hi team, The dashboard is blank after login. Reported via chat with high priority, and this started after the latest release.",technical
CLS-00423,"Good morning, Courier delivered to the wrong address. Reported via chat with high priority, and this affects multiple users.",shipping
CLS-00424,"Urgent, I am logged out immediately after signing in. Reported via email with low priority, and this started yesterday.",account_access
CLS-00425,"Hello support, I need an updated invoice with tax ID. Reported via phone with low priority, and this affects multiple users.",billing
CLS-00426,"Good morning, Order is marked delivered but I did not receive it. Reported via phone with high priority, and this started yesterday.",shipping
CLS-00427,"Please help, Tracking has not updated for days. Reported via chat with high priority, and this started after the latest release.",shipping
CLS-00428,"Hello support, I need to change my login email. Reported via phone with high priority, and this started after the latest release.",account_access
CLS-00429,"Hi team, File upload fails for PDF documents. Reported via phone with low priority, and this affects multiple users.",technical
CLS-00430,"Please help, The invoice total is incorrect. Reported via support portal with low priority, and this is blocking our operations.",billing
CLS-00431,"Urgent, I cannot log in to my account. Reported via chat with medium priority, and this is blocking our operations.",account_access
CLS-00432,"Good morning, The invoice total is incorrect. Reported via phone with medium priority, and please prioritize this today.",billing
CLS-00433,"Good morning, Courier delivered to the wrong address. Reported via chat with high priority, and this started after the latest release.",shipping
CLS-00434,"Hi team, I cannot log in to my account. Reported via email with high priority, and we need a quick resolution.",account_access
CLS-00435,"Hello support, The website is very slow today. Reported via chat with medium priority, and this started yesterday.",technical
CLS-00436,"Need assistance, SSO login fails for our team. Reported via chat with low priority, and this affects multiple users.",account_access
CLS-00437,"Good morning, Two-factor code never arrives. Reported via support portal with low priority, and this is blocking our operations.",account_access
CLS-00438,"Hello support, I need to change my login email. Reported via email with high priority, and please prioritize this today.",account_access
CLS-00439,"Urgent, The payment failed but money was charged. Reported via email with high priority, and this started after the latest release.",billing
CLS-00440,"Hello support, I am logged out immediately after signing in. Reported via phone with low priority, and we need a quick resolution.",account_access
CLS-00441,"Hi team, The payment failed but money was charged. Reported via email with medium priority, and this started yesterday.",billing
CLS-00442,"Need assistance, I need to change my login email. Reported via phone with medium priority, and this affects multiple users.",account_access
CLS-00443,"Hi team, I cannot log in to my account. Reported via support portal with low priority, and this is blocking our operations.",account_access
CLS-00444,"Please help, I cannot log in to my account. Reported via phone with medium priority, and this started after the latest release.",account_access
CLS-00445,"Urgent, The package arrived damaged. Reported via chat with low priority, and this is blocking our operations.",shipping
CLS-00446,"Hi team, The website is very slow today. Reported via email with medium priority, and this is blocking our operations.",technical
CLS-00447,"Please help, I was charged twice for my subscription. Reported via phone with low priority, and we need a quick resolution.",billing
CLS-00448,"Please help, Tracking has not updated for days. Reported via chat with medium priority, and we need a quick resolution.",shipping
CLS-00449,"Hi team, SSO login fails for our team. Reported via email with medium priority, and this started yesterday.",account_access
CLS-00450,"Hi team, The payment failed but money was charged. Reported via support portal with high priority, and this affects multiple users.",billing
CLS-00451,"Hi team, Tracking has not updated for days. Reported via support portal with low priority, and we need a quick resolution.",shipping
CLS-00452,"Hello support, File upload fails for PDF documents. Reported via email with low priority, and this started yesterday.",technical
CLS-00453,"Hi team, Courier delivered to the wrong address. Reported via chat with high priority, and this started after the latest release.",shipping
CLS-00454,"Hello support, My user appears disabled in admin. Reported via phone with low priority, and we need a quick resolution.",account_access
CLS-00455,"Hi team, A discount code was not applied. Reported via chat with low priority, and this started after the latest release.",billing
CLS-00456,"Urgent, A discount code was not applied. Reported via chat with low priority, and this affects multiple users.",billing
CLS-00457,"Hello support, Export to CSV does not work. Reported via phone with low priority, and this affects multiple users.",technical
CLS-00458,"Hi team, The payment failed but money was charged. Reported via email with medium priority, and this is blocking our operations.",billing
CLS-00459,"Please help, Export to CSV does not work. Reported via email with high priority, and this started after the latest release.",technical
CLS-00460,"Need assistance, I need to change the delivery address. Reported via phone with high priority, and this started after the latest release.",shipping
CLS-00461,"Good morning, The API returns a 500 error. Reported via chat with medium priority, and we need a quick resolution.",technical
CLS-00462,"Hello support, Courier delivered to the wrong address. Reported via phone with low priority, and we need a quick resolution.",shipping
CLS-00463,"Hi team, SSO login fails for our team. Reported via chat with medium priority, and this started yesterday.",account_access
CLS-00464,"Please help, I was charged twice for my subscription. Reported via phone with high priority, and this affects multiple users.",billing
CLS-00465,"Urgent, The dashboard is blank after login. Reported via chat with high priority, and this started after the latest release.",technical
CLS-00466,"Urgent, The package arrived damaged. Reported via email with low priority, and this affects multiple users.",shipping
CLS-00467,"Need assistance, I need an updated invoice with tax ID. Reported via phone with low priority, and this started yesterday.",billing
CLS-00468,"Urgent, I was billed for an add-on I did not enable. Reported via support portal with high priority, and this is blocking our operations.",billing
CLS-00469,"Need assistance, Billing continued after cancellation. Reported via phone with high priority, and we need a quick resolution.",billing
CLS-00470,"Please help, I need to change my login email. Reported via phone with medium priority, and this is blocking our operations.",account_access
CLS-00471,"Hello support, I need an updated invoice with tax ID. Reported via support portal with low priority, and this is blocking our operations.",billing
CLS-00472,"Please help, Courier delivered to the wrong address. Reported via chat with medium priority, and we need a quick resolution.",shipping
CLS-00473,"Urgent, One item is missing from the shipment. Reported via phone with high priority, and this is blocking our operations.",shipping
CLS-00474,"Urgent, A discount code was not applied. Reported via chat with low priority, and this started after the latest release.",billing
CLS-00475,"Urgent, The package arrived damaged. Reported via phone with high priority, and this started yesterday.",shipping
CLS-00476,"Please help, One item is missing from the shipment. Reported via support portal with medium priority, and we need a quick resolution.",shipping
CLS-00477,"Please help, My order has not been delivered. Reported via phone with high priority, and this started yesterday.",shipping
CLS-00478,"Hello support, I was charged twice for my subscription. Reported via email with high priority, and this started yesterday.",billing
CLS-00479,"Hi team, Export to CSV does not work. Reported via phone with medium priority, and this started yesterday.",technical
CLS-00480,"Need assistance, Search is returning empty results. Reported via support portal with low priority, and please prioritize this today.",technical
CLS-00481,"Hi team, Courier delivered to the wrong address. Reported via email with medium priority, and this is blocking our operations.",shipping
CLS-00482,"Hello support, I need to change the delivery address. Reported via chat with high priority, and this started after the latest release.",shipping
CLS-00483,"Please help, I need to change my login email. Reported via support portal with medium priority, and please prioritize this today.",account_access
CLS-00484,"Need assistance, Password reset link expired. Reported via email with medium priority, and this started after the latest release.",account_access
CLS-00485,"Good morning, Export to CSV does not work. Reported via phone with high priority, and please prioritize this today.",technical
CLS-00486,"Need assistance, The checkout page freezes. Reported via chat with low priority, and this started after the latest release.",technical
CLS-00487,"Please help, Courier delivered to the wrong address. Reported via support portal with medium priority, and this started yesterday.",shipping
CLS-00488,"Need assistance, The API returns a 500 error. Reported via phone with high priority, and this started yesterday.",technical
CLS-00489,"Urgent, Two-factor code never arrives. Reported via support portal with high priority, and we need a quick resolution.",account_access
CLS-00490,"Good morning, I was charged twice for my subscription. Reported via support portal with medium priority, and this started yesterday.",billing
CLS-00491,"Hello support, I need an updated invoice with tax ID. Reported via chat with medium priority, and this started yesterday.",billing
CLS-00492,"Urgent, The invoice total is incorrect. Reported via chat with medium priority, and we need a quick resolution.",billing
CLS-00493,"Hi team, My refund has not arrived yet. Reported via email with high priority, and we need a quick resolution.",billing
CLS-00494,"Urgent, I need an updated invoice with tax ID. Reported via email with low priority, and we need a quick resolution.",billing
CLS-00495,"Need assistance, The website is very slow today. Reported via phone with medium priority, and this affects multiple users.",technical
CLS-00496,"Please help, Export to CSV does not work. Reported via phone with low priority, and this started yesterday.",technical
CLS-00497,"Need assistance, The checkout page freezes. Reported via email with high priority, and this affects multiple users.",technical
CLS-00498,"Good morning, SSO login fails for our team. Reported via support portal with low priority, and we need a quick resolution.",account_access
CLS-00499,"Please help, Tracking has not updated for days. Reported via phone with high priority, and please prioritize this today.",shipping
CLS-00500,"Need assistance, The API returns a 500 error. Reported via chat with low priority, and this started after the latest release.",technical
CLS-00501,"Hi team, I was charged twice for my subscription. Reported via support portal with medium priority, and please prioritize this today.",billing
CLS-00502,"Hello support, I need to change the delivery address. Reported via support portal with medium priority, and this is blocking our operations.",shipping
CLS-00503,"Please help, Export to CSV does not work. Reported via support portal with high priority, and please prioritize this today.",technical
CLS-00504,"Hello support, Billing continued after cancellation. Reported via chat with medium priority, and this started yesterday.",billing
CLS-00505,"Please help, I was billed for an add-on I did not enable. Reported via chat with medium priority, and please prioritize this today.",billing
CLS-00506,"Hello support, My user appears disabled in admin. Reported via chat with high priority, and this affects multiple users.",account_access
CLS-00507,"Urgent, I cannot log in to my account. Reported via support portal with high priority, and this started after the latest release.",account_access
CLS-00508,"Hello support, Export to CSV does not work. Reported via email with low priority, and this started yesterday.",technical
CLS-00509,"Hello support, Export to CSV does not work. Reported via support portal with low priority, and this started after the latest release.",technical
CLS-00510,"Need assistance, The package arrived damaged. Reported via email with low priority, and please prioritize this today.",shipping
CLS-00511,"Need assistance, My order has not been delivered. Reported via email with medium priority, and we need a quick resolution.",shipping
CLS-00512,"Please help, I am logged out immediately after signing in. Reported via phone with high priority, and this started yesterday.",account_access
CLS-00513,"Please help, I need an updated invoice with tax ID. Reported via support portal with low priority, and we need a quick resolution.",billing
CLS-00514,"Hi team, Export to CSV does not work. Reported via chat with medium priority, and this started yesterday.",technical
CLS-00515,"Good morning, The app crashes on startup. Reported via email with low priority, and please prioritize this today.",technical
CLS-00516,"Hello support, I need to change the delivery address. Reported via email with low priority, and we need a quick resolution.",shipping
CLS-00517,"Hi team, I need an updated invoice with tax ID. Reported via phone with high priority, and this is blocking our operations.",billing
CLS-00518,"Need assistance, The payment failed but money was charged. Reported via email with medium priority, and this started after the latest release.",billing
CLS-00519,"Urgent, I need to change my login email. Reported via phone with medium priority, and this started after the latest release.",account_access
CLS-00520,"Hello support, Two-factor code never arrives. Reported via email with high priority, and this started after the latest release.",account_access
CLS-00521,"Good morning, The API returns a 500 error. Reported via email with high priority, and please prioritize this today.",technical
CLS-00522,"Please help, One item is missing from the shipment. Reported via email with medium priority, and this started yesterday.",shipping
CLS-00523,"Please help, Password reset link expired. Reported via chat with high priority, and please prioritize this today.",account_access
CLS-00524,"Please help, SSO login fails for our team. Reported via support portal with low priority, and this is blocking our operations.",account_access
CLS-00525,"Good morning, Courier delivered to the wrong address. Reported via phone with medium priority, and this started after the latest release.",shipping
CLS-00526,"Need assistance, My refund has not arrived yet. Reported via support portal with high priority, and this is blocking our operations.",billing
CLS-00527,"Hello support, My order has not been delivered. Reported via support portal with low priority, and we need a quick resolution.",shipping
CLS-00528,"Hi team, I cannot log in to my account. Reported via support portal with low priority, and this started after the latest release.",account_access
CLS-00529,"Hi team, My account is locked unexpectedly. Reported via support portal with low priority, and this started after the latest release.",account_access
CLS-00530,"Good morning, The website is very slow today. Reported via chat with medium priority, and this started yesterday.",technical
CLS-00531,"Need assistance, The invoice total is incorrect. Reported via support portal with low priority, and please prioritize this today.",billing
CLS-00532,"Hi team, I was charged twice for my subscription. Reported via chat with high priority, and this started after the latest release.",billing
CLS-00533,"Please help, SSO login fails for our team. Reported via phone with low priority, and please prioritize this today.",account_access
CLS-00534,"Hello support, The dashboard is blank after login. Reported via phone with medium priority, and this started after the latest release.",technical
CLS-00535,"Need assistance, File upload fails for PDF documents. Reported via email with high priority, and this started yesterday.",technical
CLS-00536,"Need assistance, I was billed for an add-on I did not enable. Reported via phone with high priority, and this is blocking our operations.",billing
CLS-00537,"Please help, Tracking has not updated for days. Reported via email with low priority, and we need a quick resolution.",shipping
CLS-00538,"Hello support, The invoice total is incorrect. Reported via support portal with low priority, and this affects multiple users.",billing
CLS-00539,"Urgent, I was billed for an add-on I did not enable. Reported via phone with low priority, and this affects multiple users.",billing
CLS-00540,"Hello support, The package arrived damaged. Reported via support portal with high priority, and we need a quick resolution.",shipping
CLS-00541,"Good morning, The package arrived damaged. Reported via support portal with high priority, and we need a quick resolution.",shipping
CLS-00542,"Hi team, The API returns a 500 error. Reported via support portal with high priority, and this started yesterday.",technical
CLS-00543,"Please help, I was charged twice for my subscription. Reported via email with medium priority, and please prioritize this today.",billing
CLS-00544,"Urgent, I cannot log in to my account. Reported via email with low priority, and this is blocking our operations.",account_access
CLS-00545,"Good morning, Order is marked delivered but I did not receive it. Reported via support portal with high priority, and this is blocking our operations.",shipping
CLS-00546,"Please help, My account is locked unexpectedly. Reported via chat with high priority, and this is blocking our operations.",account_access
CLS-00547,"Need assistance, The dashboard is blank after login. Reported via phone with medium priority, and this affects multiple users.",technical
CLS-00548,"Hello support, Search is returning empty results. Reported via support portal with medium priority, and this affects multiple users.",technical
CLS-00549,"Hi team, The app crashes on startup. Reported via email with high priority, and this started yesterday.",technical
CLS-00550,"Hi team, Tracking has not updated for days. Reported via phone with medium priority, and this started yesterday.",shipping
CLS-00551,"Hello support, The checkout page freezes. Reported via email with high priority, and this is blocking our operations.",technical
CLS-00552,"Please help, The checkout page freezes. Reported via email with low priority, and this affects multiple users.",technical
CLS-00553,"Hi team, Order is marked delivered but I did not receive it. Reported via chat with high priority, and this affects multiple users.",shipping
CLS-00554,"Urgent, The package arrived damaged. Reported via phone with medium priority, and please prioritize this today.",shipping
CLS-00555,"Hi team, I was billed for an add-on I did not enable. Reported via email with high priority, and this started after the latest release.",billing
CLS-00556,"Please help, I need an updated invoice with tax ID. Reported via chat with low priority, and this started yesterday.",billing
CLS-00557,"Hi team, One item is missing from the shipment. Reported via email with medium priority, and this started after the latest release.",shipping
CLS-00558,"Hello support, My order has not been delivered. Reported via support portal with medium priority, and we need a quick resolution.",shipping
CLS-00559,"Hi team, The checkout page freezes. Reported via support portal with high priority, and this is blocking our operations.",technical
CLS-00560,"Hello support, Delivery date keeps changing. Reported via chat with medium priority, and this is blocking our operations.",shipping
CLS-00561,"Need assistance, The checkout page freezes. Reported via support portal with high priority, and this is blocking our operations.",technical
CLS-00562,"Good morning, My user appears disabled in admin. Reported via email with low priority, and this started after the latest release.",account_access
CLS-00563,"Please help, Password reset link expired. Reported via email with low priority, and this affects multiple users.",account_access
CLS-00564,"Good morning, Courier delivered to the wrong address. Reported via chat with low priority, and we need a quick resolution.",shipping
CLS-00565,"Good morning, Delivery date keeps changing. Reported via support portal with high priority, and this started after the latest release.",shipping
CLS-00566,"Hi team, I am logged out immediately after signing in. Reported via phone with low priority, and this started after the latest release.",account_access
CLS-00567,"Please help, The app crashes on startup. Reported via chat with high priority, and this started yesterday.",technical
CLS-00568,"Need assistance, SSO login fails for our team. Reported via chat with low priority, and we need a quick resolution.",account_access
CLS-00569,"Hello support, The app crashes on startup. Reported via chat with medium priority, and this is blocking our operations.",technical
CLS-00570,"Hello support, I need to change my login email. Reported via chat with high priority, and this started yesterday.",account_access
CLS-00571,"Good morning, One item is missing from the shipment. Reported via support portal with medium priority, and this started after the latest release.",shipping
CLS-00572,"Urgent, My order has not been delivered. Reported via support portal with low priority, and this started yesterday.",shipping
CLS-00573,"Good morning, I need to change my login email. Reported via phone with low priority, and this started after the latest release.",account_access
CLS-00574,"Good morning, The invoice total is incorrect. Reported via chat with high priority, and this started after the latest release.",billing
CLS-00575,"Hello support, SSO login fails for our team. Reported via phone with low priority, and this started yesterday.",account_access
CLS-00576,"Hello support, I am logged out immediately after signing in. Reported via support portal with medium priority, and this affects multiple users.",account_access
CLS-00577,"Hello support, Tracking has not updated for days. Reported via email with low priority, and this is blocking our operations.",shipping
CLS-00578,"Need assistance, I was charged twice for my subscription. Reported via email with medium priority, and this is blocking our operations.",billing
CLS-00579,"Please help, My order has not been delivered. Reported via chat with low priority, and this is blocking our operations.",shipping
CLS-00580,"Good morning, I was billed for an add-on I did not enable. Reported via chat with medium priority, and this started after the latest release.",billing
CLS-00581,"Hi team, Password reset link expired. Reported via phone with medium priority, and please prioritize this today.",account_access
CLS-00582,"Need assistance, I am logged out immediately after signing in. Reported via support portal with high priority, and this affects multiple users.",account_access
CLS-00583,"Good morning, My refund has not arrived yet. Reported via phone with high priority, and this started yesterday.",billing
CLS-00584,"Good morning, Delivery date keeps changing. Reported via chat with high priority, and this started yesterday.",shipping
CLS-00585,"Please help, File upload fails for PDF documents. Reported via support portal with high priority, and this started yesterday.",technical
CLS-00586,"Hi team, Delivery date keeps changing. Reported via phone with high priority, and please prioritize this today.",shipping
CLS-00587,"Urgent, The package arrived damaged. Reported via chat with medium priority, and this started yesterday.",shipping
CLS-00588,"Hi team, The API returns a 500 error. Reported via chat with high priority, and please prioritize this today.",technical
CLS-00589,"Hi team, SSO login fails for our team. Reported via email with medium priority, and this affects multiple users.",account_access
CLS-00590,"Hi team, The API returns a 500 error. Reported via email with low priority, and this started after the latest release.",technical
CLS-00591,"Hi team, My refund has not arrived yet. Reported via chat with low priority, and please prioritize this today.",billing
CLS-00592,"Hi team, My user appears disabled in admin. Reported via support portal with medium priority, and this is blocking our operations.",account_access
CLS-00593,"Please help, I was billed for an add-on I did not enable. Reported via phone with low priority, and this started yesterday.",billing
CLS-00594,"Hello support, Two-factor code never arrives. Reported via chat with high priority, and please prioritize this today.",account_access
CLS-00595,"Good morning, I need to change my login email. Reported via phone with high priority, and this started after the latest release.",account_access
CLS-00596,"Please help, The app crashes on startup. Reported via phone with low priority, and this affects multiple users.",technical
CLS-00597,"Hi team, I need to change the delivery address. Reported via chat with low priority, and please prioritize this today.",shipping
CLS-00598,"Hi team, Billing continued after cancellation. Reported via chat with low priority, and this started yesterday.",billing
