ticket_id,raw_text,label
TCK-00251,"Quick request, I need to change the delivery address. Reported via phone, high priority, reference tracking TRK-992, and we need a fix today.",shipping
TCK-00252,"Hello support, I am reporting this issue: I cannot enable two-factor authentication. Channel email, high priority, reference corporate domain, and this affects multiple users.",account_access
TCK-00253,"Hi team: Changes are not being saved. I opened this through email with medium priority, reference web frontend, and this happens only on mobile.",technical
TCK-00254,"Quick request, Billing continued after I canceled. Sending details through phone, medium priority, reference invoice INV-3044, and this started after the latest release.",billing
TCK-00255,"Good afternoon, I need to switch the payment method. Sending details through portal, medium priority, reference order ORD-5561, and we need a fix today.",billing
TCK-00256,"Good afternoon, The screen is blank after login. Reported via chat, high priority, reference admin dashboard, and this is impacting customer response times.",technical
TCK-00257,"Good afternoon, I am reporting this issue: Sign in fails on mobile but works on web. Channel email, high priority, reference main tenant, and we need a fix today.",account_access
TCK-00258,"Good afternoon, I am reporting this issue: The VAT amount is wrong on the invoice. Channel phone, low priority, reference order ORD-5561, and we need a fix today.",billing
TCK-00259,"Quick request: The parcel box arrived open. I opened this through portal with high priority, reference shipment SHP-9001, and we need a fix today.",shipping
TCK-00260,"Need assistance, I am reporting this issue: File upload fails for PDFs. Channel phone, medium priority, reference CRM connector, and we need a fix today.",technical
TCK-00261,"Urgent, I am reporting this issue: The screen is blank after login. Channel chat, medium priority, reference admin dashboard, and this affects multiple users.",technical
TCK-00262,"Need assistance, The app crashes when I open the dashboard. Sending details through chat, medium priority, reference web frontend, and this happens only on web.",technical
TCK-00263,"Hello support, The order is marked delivered but I did not receive it. Sending details through phone, low priority, reference shipment SHP-9001, and this blocks our daily operations.",shipping
TCK-00264,"Quick request, I am reporting this issue: The integration with our CRM is failing. Channel chat, low priority, reference service API, and this started after the latest release.",technical
TCK-00265,"Good afternoon, The payment failed but money was still taken. Sending details through chat, medium priority, reference order ORD-5561, and this is impacting customer response times.",billing
TCK-00266,"Good morning, File upload fails for PDFs. Sending details through portal, medium priority, reference admin dashboard, and this started after the latest release.",technical
TCK-00267,"Hello support: I get logged out immediately. I opened this through portal with high priority, reference user USR-441, and this affects multiple users.",account_access
TCK-00268,"Hello support: My user appears disabled. I opened this through chat with low priority, reference corporate domain, and this happens only on mobile.",account_access
TCK-00269,"Hi team, The courier delivered to the wrong address. Sending details through email, high priority, reference order ORD-1102, and this affects multiple users.",shipping
TCK-00270,"Please help, My order has not been delivered. Reported via portal, high priority, reference shipment SHP-7654, and this blocks our daily operations.",shipping
TCK-00271,"Please help, I am reporting this issue: I was billed for an add-on I did not enable. Channel portal, low priority, reference plan PRO, and this started after the latest release.",billing
TCK-00272,"Good afternoon: The checkout page freezes during payment. I opened this through chat with high priority, reference CRM connector, and this started after the latest release.",technical
TCK-00273,"Urgent, Tracking has not updated for days. Sending details through phone, low priority, reference shipment SHP-7654, and this affects multiple users.",shipping
TCK-00274,"Good morning: I cannot complete email verification. I opened this through chat with medium priority, reference user USR-772, and this blocks our daily operations.",account_access
TCK-00275,"Hello support, The VAT amount is wrong on the invoice. Reported via portal, medium priority, reference invoice INV-1021, and this started yesterday.",billing
TCK-00276,"Hi team, I need to change the delivery address. Sending details through email, medium priority, reference shipment SHP-9001, and this happens only on web.",shipping
TCK-00277,"Good afternoon: The delivery date keeps changing. I opened this through portal with high priority, reference shipment SHP-9001, and this blocks our daily operations.",shipping
TCK-00278,"Good afternoon, One item is missing from the shipment. Sending details through email, high priority, reference shipment SHP-9001, and this started yesterday.",shipping
TCK-00279,"Need assistance, I need an updated invoice with company tax ID. Sending details through chat, high priority, reference subscription SUB-8840, and this is impacting customer response times.",billing
TCK-00280,"Hi team, My order has not been delivered. Sending details through portal, low priority, reference shipment SHP-9001, and this started after the latest release.",shipping
TCK-00281,"Hi team, I am reporting this issue: The payment failed but money was still taken. Channel phone, high priority, reference order ORD-5561, and this blocks our daily operations.",billing
TCK-00282,"Hello support, I am reporting this issue: The order is marked delivered but I did not receive it. Channel chat, high priority, reference shipment SHP-9001, and this is impacting customer response times.",shipping
TCK-00283,"Hi team, The integration with our CRM is failing. Sending details through chat, high priority, reference CRM connector, and this affects multiple users.",technical
TCK-00284,"Need assistance, My account is locked. Sending details through email, high priority, reference user USR-772, and we need a fix today.",account_access
TCK-00285,"Hello support: I cannot log in to my account. I opened this through chat with low priority, reference corporate domain, and this happens only on web.",account_access
TCK-00286,"Hi team, My password is rejected even after reset. Sending details through chat, low priority, reference user USR-441, and this started yesterday.",account_access
TCK-00287,"Please help, The VAT amount is wrong on the invoice. Sending details through portal, high priority, reference invoice INV-3044, and this started yesterday.",billing
TCK-00288,"Please help: The payment failed but money was still taken. I opened this through phone with low priority, reference plan PRO, and this started after the latest release.",billing
TCK-00289,"Hi team, I cannot enable two-factor authentication. Reported via chat, low priority, reference user USR-772, and we need a fix today.",account_access
TCK-00290,"Good morning, I am reporting this issue: The two-factor code never arrives. Channel chat, high priority, reference user USR-441, and this is impacting customer response times.",account_access
TCK-00291,"Quick request, I am reporting this issue: Sign in fails on mobile but works on web. Channel email, medium priority, reference user USR-772, and this affects multiple users.",account_access
TCK-00292,"Quick request, I am reporting this issue: I need to change the delivery address. Channel portal, medium priority, reference tracking TRK-331, and this is impacting customer response times.",shipping
TCK-00293,"Good afternoon, I received the wrong product. Sending details through phone, low priority, reference shipment SHP-9001, and this happens only on web.",shipping
TCK-00294,"Good morning, I am reporting this issue: I cannot enable two-factor authentication. Channel chat, low priority, reference sales team, and this started after the latest release.",account_access
TCK-00295,"Urgent, The order is marked delivered but I did not receive it. Reported via email, medium priority, reference tracking TRK-331, and we need a fix today.",shipping
TCK-00296,"Hello support, I am reporting this issue: The courier delivered to the wrong address. Channel email, high priority, reference shipment SHP-7654, and this happens only on web.",shipping
TCK-00297,"Please help, I need to switch the payment method. Sending details through chat, high priority, reference order ORD-5561, and this happens only on web.",billing
TCK-00298,"Hi team, I am reporting this issue: I need to change my login email. Channel chat, medium priority, reference sales team, and this is impacting customer response times.",account_access
TCK-00299,"Please help: My password is rejected even after reset. I opened this through portal with medium priority, reference corporate domain, and this is impacting customer response times.",account_access
TCK-00300,"Quick request, I am reporting this issue: I need to change the delivery address. Channel email, low priority, reference shipment SHP-7654, and this is impacting customer response times.",shipping
TCK-00301,"Need assistance, I am reporting this issue: The password reset link expired. Channel phone, high priority, reference user USR-441, and this happens only on mobile.",account_access
TCK-00302,"Quick request: I was charged twice for my monthly plan. I opened this through chat with low priority, reference subscription SUB-8840, and this happens only on mobile.",billing
TCK-00303,"Quick request, SSO login is failing for my team. Reported via phone, low priority, reference corporate domain, and this affects multiple users.",account_access
TCK-00304,"Quick request, I am reporting this issue: The integration with our CRM is failing. Channel phone, low priority, reference CRM connector, and this happens only on web.",technical
TCK-00305,"Good afternoon, The VAT amount is wrong on the invoice. Reported via email, high priority, reference plan PRO, and this blocks our daily operations.",billing
TCK-00306,"Need assistance, One item is missing from the shipment. Sending details through email, low priority, reference order ORD-1102, and this happens only on web.",shipping
TCK-00307,"Hello support, My account is locked. Sending details through portal, high priority, reference sales team, and this started after the latest release.",account_access
TCK-00308,"Please help, One item is missing from the shipment. Sending details through portal, medium priority, reference shipment SHP-7654, and we need a fix today.",shipping
TCK-00309,"Quick request, I am reporting this issue: I cannot enable two-factor authentication. Channel email, low priority, reference sales team, and this started after the latest release.",account_access
TCK-00310,"Please help, I am reporting this issue: I get a timeout when loading reports. Channel portal, high priority, reference web frontend, and this is impacting customer response times.",technical
TCK-00311,"Need assistance, I am reporting this issue: Changes are not being saved. Channel chat, high priority, reference admin dashboard, and this blocks our daily operations.",technical
TCK-00312,"Good morning: I received the wrong product. I opened this through phone with medium priority, reference tracking TRK-992, and we need a fix today.",shipping
TCK-00313,"Quick request, I need an updated invoice with company tax ID. Sending details through chat, high priority, reference plan PRO, and this is impacting customer response times.",billing
TCK-00314,"Hello support, Changes are not being saved. Reported via phone, low priority, reference service API, and this is impacting customer response times.",technical
TCK-00315,"Hi team, I am reporting this issue: The invoice total is incorrect. Channel portal, medium priority, reference subscription SUB-8840, and this affects multiple users.",billing
TCK-00316,"Please help, I am reporting this issue: I was charged twice for my monthly plan. Channel email, high priority, reference subscription SUB-8840, and this started yesterday.",billing
TCK-00317,"Please help, I am reporting this issue: The courier asked for an unexpected fee. Channel phone, medium priority, reference tracking TRK-992, and this happens only on mobile.",shipping
TCK-00318,"Please help, I am reporting this issue: I cannot complete email verification. Channel portal, medium priority, reference user USR-772, and this started after the latest release.",account_access
TCK-00319,"Hi team, My annual plan renewed at the wrong price. Reported via phone, high priority, reference invoice INV-3044, and this affects multiple users.",billing
TCK-00320,"Please help, The website is extremely slow. Sending details through phone, medium priority, reference web frontend, and this affects multiple users.",technical
TCK-00321,"Please help, Billing continued after I canceled. Sending details through portal, high priority, reference invoice INV-3044, and we need a fix today.",billing
TCK-00322,"Urgent, I cannot complete email verification. Reported via email, medium priority, reference user USR-441, and this blocks our daily operations.",account_access
TCK-00323,"Hello support, I cannot complete email verification. Reported via email, low priority, reference user USR-772, and this affects multiple users.",account_access
TCK-00324,"Urgent: I need to change the delivery address. I opened this through email with high priority, reference tracking TRK-992, and this happens only on web.",shipping
TCK-00325,"Good afternoon, I need to change my login email. Sending details through email, high priority, reference user USR-441, and this affects multiple users.",account_access
TCK-00326,"Good afternoon, I am reporting this issue: The package arrived damaged. Channel email, low priority, reference tracking TRK-992, and this is impacting customer response times.",shipping
TCK-00327,"Hello support, I get logged out immediately. Reported via phone, medium priority, reference sales team, and this started yesterday.",account_access
TCK-00328,"Urgent, I cannot complete email verification. Sending details through portal, medium priority, reference main tenant, and this happens only on web.",account_access
TCK-00329,"Hi team: My account is locked. I opened this through phone with medium priority, reference main tenant, and this happens only on web.",account_access
TCK-00330,"Hi team: The courier asked for an unexpected fee. I opened this through portal with medium priority, reference shipment SHP-7654, and we need a fix today.",shipping
TCK-00331,"Quick request, The integration with our CRM is failing. Reported via phone, high priority, reference web frontend, and this started after the latest release.",technical
TCK-00332,"Need assistance, My annual plan renewed at the wrong price. Reported via phone, high priority, reference invoice INV-3044, and this blocks our daily operations.",billing
TCK-00333,"Good morning, I am reporting this issue: SSO login is failing for my team. Channel email, low priority, reference user USR-441, and this started after the latest release.",account_access
TCK-00334,"Good afternoon, My discount was not applied. Reported via chat, medium priority, reference invoice INV-1021, and this blocks our daily operations.",billing
TCK-00335,"Good morning, I am reporting this issue: I cannot enable two-factor authentication. Channel portal, high priority, reference corporate domain, and this is impacting customer response times.",account_access
TCK-00336,"Good afternoon, I am reporting this issue: A refund has not arrived yet. Channel phone, high priority, reference subscription SUB-8840, and this started yesterday.",billing
TCK-00337,"Urgent, I get logged out immediately. Reported via portal, medium priority, reference main tenant, and we need a fix today.",account_access
TCK-00338,"Hello support, The checkout page freezes during payment. Sending details through portal, high priority, reference service API, and this started after the latest release.",technical
TCK-00339,"Need assistance, Customs hold has delayed my package. Sending details through phone, low priority, reference shipment SHP-9001, and this started yesterday.",shipping
TCK-00340,"Hello support: The delivery date keeps changing. I opened this through phone with high priority, reference tracking TRK-992, and this started yesterday.",shipping
TCK-00341,"Urgent, The export button does nothing. Sending details through portal, medium priority, reference CRM connector, and this started after the latest release.",technical
TCK-00342,"Good afternoon, I am reporting this issue: The delivery date keeps changing. Channel email, medium priority, reference tracking TRK-331, and this started after the latest release.",shipping
TCK-00343,"Quick request: The API returns a 500 error. I opened this through chat with medium priority, reference service API, and this happens only on web.",technical
TCK-00344,"Need assistance, I am reporting this issue: Customs hold has delayed my package. Channel portal, high priority, reference shipment SHP-9001, and this affects multiple users.",shipping
TCK-00345,"Quick request, My account is locked. Sending details through chat, low priority, reference user USR-441, and this started yesterday.",account_access
TCK-00346,"Quick request, The package arrived damaged. Reported via chat, low priority, reference shipment SHP-9001, and this blocks our daily operations.",shipping
TCK-00347,"Quick request, I need to switch the payment method. Reported via chat, low priority, reference invoice INV-1021, and we need a fix today.",billing
TCK-00348,"Please help, I need to change the delivery address. Reported via phone, high priority, reference tracking TRK-331, and this started yesterday.",shipping
TCK-00349,"Hello support, The order is marked delivered but I did not receive it. Sending details through phone, medium priority, reference shipment SHP-7654, and this affects multiple users.",shipping
TCK-00350,"Good morning, I am reporting this issue: My annual plan renewed at the wrong price. Channel chat, medium priority, reference subscription SUB-8840, and this blocks our daily operations.",billing
TCK-00351,"Quick request: I was charged twice for my monthly plan. I opened this through chat with high priority, reference order ORD-5561, and this affects multiple users.",billing
TCK-00352,"Hi team, I am reporting this issue: One item is missing from the shipment. Channel phone, medium priority, reference tracking TRK-331, and this is impacting customer response times.",shipping
TCK-00353,"Please help, I am reporting this issue: My account is locked. Channel phone, medium priority, reference corporate domain, and this started yesterday.",account_access
TCK-00354,"Hi team, I need to change the delivery address. Reported via phone, high priority, reference shipment SHP-7654, and we need a fix today.",shipping
TCK-00355,"Quick request, I am reporting this issue: Sign in fails on mobile but works on web. Channel email, low priority, reference main tenant, and we need a fix today.",account_access
TCK-00356,"Hi team, The checkout page freezes during payment. Reported via portal, low priority, reference admin dashboard, and this is impacting customer response times.",technical
TCK-00357,"Good morning, I need to change my login email. Reported via email, low priority, reference user USR-772, and this is impacting customer response times.",account_access
TCK-00358,"Need assistance: A refund has not arrived yet. I opened this through email with medium priority, reference plan PRO, and this started yesterday.",billing
TCK-00359,"Good morning, SSO login is failing for my team. Sending details through portal, low priority, reference user USR-441, and this started after the latest release.",account_access
TCK-00360,"Please help, I get logged out immediately. Reported via email, low priority, reference corporate domain, and this blocks our daily operations.",account_access
TCK-00361,"Need assistance, I am reporting this issue: The screen is blank after login. Channel email, medium priority, reference CRM connector, and this blocks our daily operations.",technical
TCK-00362,"Please help, I cannot log in to my account. Sending details through portal, low priority, reference user USR-772, and this blocks our daily operations.",account_access
TCK-00363,"Need assistance, Billing continued after I canceled. Reported via portal, low priority, reference plan PRO, and this started yesterday.",billing
TCK-00364,"Hi team, My user appears disabled. Sending details through portal, high priority, reference user USR-772, and this is impacting customer response times.",account_access
TCK-00365,"Need assistance, Notifications are delayed by several hours. Reported via chat, high priority, reference admin dashboard, and we need a fix today.",technical
TCK-00366,"Good morning, I am reporting this issue: I get a timeout when loading reports. Channel email, medium priority, reference CRM connector, and this is impacting customer response times.",technical
TCK-00367,"Quick request, The order is marked delivered but I did not receive it. Sending details through chat, high priority, reference shipment SHP-7654, and this started yesterday.",shipping
TCK-00368,"Hello support, I am reporting this issue: There is an unknown charge on my card. Channel phone, medium priority, reference invoice INV-3044, and this is impacting customer response times.",billing
TCK-00369,"Please help: A refund has not arrived yet. I opened this through email with high priority, reference invoice INV-3044, and we need a fix today.",billing
TCK-00370,"Quick request, I was billed for an add-on I did not enable. Reported via portal, medium priority, reference invoice INV-1021, and this happens only on mobile.",billing
TCK-00371,"Good afternoon, The API returns a 500 error. Reported via portal, high priority, reference CRM connector, and this started yesterday.",technical
TCK-00372,"Quick request, The checkout page freezes during payment. Reported via chat, medium priority, reference checkout module, and this happens only on mobile.",technical
TCK-00373,"Need assistance, I am reporting this issue: My user appears disabled. Channel chat, low priority, reference user USR-772, and this started yesterday.",account_access
TCK-00374,"Good morning, I cannot complete email verification. Sending details through email, medium priority, reference sales team, and this started yesterday.",account_access
TCK-00375,"Good morning, I am reporting this issue: File upload fails for PDFs. Channel phone, high priority, reference web frontend, and this affects multiple users.",technical
TCK-00376,"Urgent, My order has not been delivered. Sending details through email, high priority, reference shipment SHP-9001, and this affects multiple users.",shipping
TCK-00377,"Quick request, The API returns a 500 error. Reported via phone, medium priority, reference CRM connector, and this is impacting customer response times.",technical
TCK-00378,"Urgent, The website is extremely slow. Reported via portal, low priority, reference checkout module, and we need a fix today.",technical
TCK-00379,"Please help, I am reporting this issue: The parcel box arrived open. Channel chat, medium priority, reference tracking TRK-992, and this happens only on mobile.",shipping
TCK-00380,"Need assistance, I am reporting this issue: The delivery date keeps changing. Channel chat, high priority, reference order ORD-1102, and this is impacting customer response times.",shipping
TCK-00381,"Good morning: The courier delivered to the wrong address. I opened this through email with low priority, reference order ORD-1102, and this affects multiple users.",shipping
TCK-00382,"Hello support, I am reporting this issue: The app crashes when I open the dashboard. Channel phone, medium priority, reference admin dashboard, and this started after the latest release.",technical
TCK-00383,"Please help, The order is marked delivered but I did not receive it. Sending details through portal, low priority, reference order ORD-1102, and this is impacting customer response times.",shipping
TCK-00384,"Good morning, The VAT amount is wrong on the invoice. Sending details through email, low priority, reference plan PRO, and this started after the latest release.",billing
TCK-00385,"Please help: Billing continued after I canceled. I opened this through email with medium priority, reference plan PRO, and this blocks our daily operations.",billing
TCK-00386,"Good afternoon, I need to switch the payment method. Sending details through chat, low priority, reference plan PRO, and this happens only on web.",billing
TCK-00387,"Hello support, My annual plan renewed at the wrong price. Sending details through email, medium priority, reference order ORD-5561, and this happens only on mobile.",billing
TCK-00388,"Urgent, I am reporting this issue: I was charged twice for my monthly plan. Channel phone, medium priority, reference invoice INV-1021, and this happens only on mobile.",billing
TCK-00389,"Need assistance, I need to switch the payment method. Reported via phone, high priority, reference plan PRO, and we need a fix today.",billing
TCK-00390,"Hi team, The API returns a 500 error. Reported via chat, low priority, reference CRM connector, and this affects multiple users.",technical
TCK-00391,"Good morning, I need to change my login email. Sending details through email, medium priority, reference sales team, and this started yesterday.",account_access
TCK-00392,"Hello support, I am reporting this issue: The export button does nothing. Channel phone, low priority, reference service API, and this is impacting customer response times.",technical
TCK-00393,"Good afternoon, My order has not been delivered. Sending details through phone, low priority, reference order ORD-1102, and this is impacting customer response times.",shipping
TCK-00394,"Good afternoon, I was billed for an add-on I did not enable. Reported via email, low priority, reference invoice INV-1021, and this happens only on web.",billing
TCK-00395,"Hello support, File upload fails for PDFs. Sending details through email, high priority, reference CRM connector, and this happens only on web.",technical
TCK-00396,"Urgent, I am reporting this issue: Changes are not being saved. Channel chat, medium priority, reference checkout module, and this affects multiple users.",technical
TCK-00397,"Hello support: The payment failed but money was still taken. I opened this through phone with medium priority, reference subscription SUB-8840, and this happens only on web.",billing
TCK-00398,"Good afternoon: I need to switch the payment method. I opened this through portal with low priority, reference invoice INV-3044, and this affects multiple users.",billing
TCK-00399,"Urgent, I need to change the delivery address. Reported via email, low priority, reference order ORD-1102, and this blocks our daily operations.",shipping
TCK-00400,"Good afternoon: I cannot enable two-factor authentication. I opened this through email with medium priority, reference main tenant, and this affects multiple users.",account_access
TCK-00401,"Hello support, SSO login is failing for my team. Sending details through chat, low priority, reference sales team, and this happens only on web.",account_access
TCK-00402,"Hello support: The screen is blank after login. I opened this through portal with medium priority, reference CRM connector, and this happens only on mobile.",technical
TCK-00403,"Hi team: The app crashes when I open the dashboard. I opened this through phone with medium priority, reference web frontend, and this happens only on web.",technical
TCK-00404,"Hello support, I am reporting this issue: The two-factor code never arrives. Channel phone, high priority, reference main tenant, and this affects multiple users.",account_access
TCK-00405,"Hello support, I need an updated invoice with company tax ID. Sending details through portal, medium priority, reference plan PRO, and this happens only on mobile.",billing
TCK-00406,"Please help: SSO login is failing for my team. I opened this through portal with medium priority, reference user USR-772, and this started yesterday.",account_access
TCK-00407,"Please help, I am reporting this issue: The password reset link expired. Channel portal, medium priority, reference corporate domain, and this is impacting customer response times.",account_access
TCK-00408,"Quick request, I get logged out immediately. Sending details through portal, low priority, reference user USR-441, and this blocks our daily operations.",account_access
TCK-00409,"Hello support, I am reporting this issue: I was charged twice for my monthly plan. Channel chat, medium priority, reference subscription SUB-8840, and this is impacting customer response times.",billing
TCK-00410,"Urgent, I cannot enable two-factor authentication. Sending details through chat, high priority, reference user USR-441, and this is impacting customer response times.",account_access
TCK-00411,"Urgent, The API returns a 500 error. Reported via email, high priority, reference checkout module, and this started yesterday.",technical
TCK-00412,"Please help, I was billed for an add-on I did not enable. Reported via portal, medium priority, reference invoice INV-3044, and this started after the latest release.",billing
TCK-00413,"Quick request, I need an updated invoice with company tax ID. Sending details through portal, low priority, reference invoice INV-3044, and this happens only on web.",billing
TCK-00414,"Quick request: I cannot complete email verification. I opened this through chat with high priority, reference sales team, and this happens only on mobile.",account_access
TCK-00415,"Hi team, I am reporting this issue: Billing continued after I canceled. Channel portal, high priority, reference order ORD-5561, and this happens only on mobile.",billing
TCK-00416,"Good afternoon, I get a timeout when loading reports. Sending details through phone, medium priority, reference admin dashboard, and this started yesterday.",technical
TCK-00417,"Good afternoon, I get a timeout when loading reports. Sending details through phone, medium priority, reference CRM connector, and this is impacting customer response times.",technical
TCK-00418,"Good morning: Search returns no results. I opened this through portal with low priority, reference service API, and this started after the latest release.",technical
TCK-00419,"Hi team, The password reset link expired. Sending details through email, high priority, reference sales team, and this started yesterday.",account_access
TCK-00420,"Quick request: Sign in fails on mobile but works on web. I opened this through email with low priority, reference sales team, and we need a fix today.",account_access
TCK-00421,"Urgent: Tracking has not updated for days. I opened this through email with low priority, reference tracking TRK-992, and this happens only on web.",shipping
TCK-00422,"Hello support, Customs hold has delayed my package. Sending details through email, high priority, reference tracking TRK-331, and this is impacting customer response times.",shipping
TCK-00423,"Please help, Changes are not being saved. Sending details through email, low priority, reference web frontend, and this affects multiple users.",technical
TCK-00424,"Please help: I get logged out immediately. I opened this through phone with high priority, reference user USR-441, and this is impacting customer response times.",account_access
TCK-00425,"Good morning, The password reset link expired. Sending details through chat, low priority, reference sales team, and this blocks our daily operations.",account_access
TCK-00426,"Please help, SSO login is failing for my team. Reported via portal, high priority, reference sales team, and this blocks our daily operations.",account_access
TCK-00427,"Quick request, The website is extremely slow. Reported via email, low priority, reference checkout module, and this started yesterday.",technical
TCK-00428,"Good morning, My order has not been delivered. Reported via phone, medium priority, reference tracking TRK-331, and this happens only on web.",shipping
TCK-00429,"Good afternoon: A refund has not arrived yet. I opened this through email with high priority, reference invoice INV-3044, and this is impacting customer response times.",billing
TCK-00430,"Need assistance, My account is locked. Reported via email, medium priority, reference user USR-441, and this started yesterday.",account_access
TCK-00431,"Good afternoon, I am reporting this issue: I cannot enable two-factor authentication. Channel email, low priority, reference main tenant, and this blocks our daily operations.",account_access
TCK-00432,"Hi team, File upload fails for PDFs. Sending details through chat, high priority, reference admin dashboard, and this started after the latest release.",technical
TCK-00433,"Please help, I am reporting this issue: The invoice total is incorrect. Channel phone, medium priority, reference subscription SUB-8840, and this happens only on web.",billing
TCK-00434,"Urgent, A refund has not arrived yet. Reported via email, low priority, reference subscription SUB-8840, and this happens only on mobile.",billing
TCK-00435,"Please help, I need to change the delivery address. Sending details through phone, low priority, reference order ORD-1102, and this is impacting customer response times.",shipping
TCK-00436,"Please help, I am reporting this issue: The package arrived damaged. Channel chat, medium priority, reference shipment SHP-9001, and this is impacting customer response times.",shipping
TCK-00437,"Hi team: The export button does nothing. I opened this through phone with medium priority, reference web frontend, and this is impacting customer response times.",technical
TCK-00438,"Hi team, I am reporting this issue: The courier asked for an unexpected fee. Channel chat, low priority, reference tracking TRK-331, and this started after the latest release.",shipping
TCK-00439,"Hello support, The export button does nothing. Reported via portal, low priority, reference admin dashboard, and we need a fix today.",technical
TCK-00440,"Hi team, I am reporting this issue: SSO login is failing for my team. Channel portal, low priority, reference sales team, and this affects multiple users.",account_access
TCK-00441,"Urgent, I cannot enable two-factor authentication. Sending details through email, medium priority, reference main tenant, and we need a fix today.",account_access
TCK-00442,"Good afternoon, I cannot log in to my account. Reported via chat, medium priority, reference main tenant, and this started after the latest release.",account_access
TCK-00443,"Hello support, I am reporting this issue: I cannot log in to my account. Channel email, high priority, reference sales team, and this happens only on mobile.",account_access
TCK-00444,"Hello support, I am reporting this issue: I was billed for an add-on I did not enable. Channel chat, medium priority, reference plan PRO, and this happens only on web.",billing
TCK-00445,"Urgent, The API returns a 500 error. Reported via email, medium priority, reference service API, and this affects multiple users.",technical
TCK-00446,"Urgent, I was charged twice for my monthly plan. Reported via chat, low priority, reference invoice INV-3044, and this started yesterday.",billing
TCK-00447,"Quick request, I need an updated invoice with company tax ID. Sending details through phone, high priority, reference order ORD-5561, and this started after the latest release.",billing
TCK-00448,"Hi team, SSO login is failing for my team. Sending details through phone, low priority, reference user USR-772, and this started yesterday.",account_access
TCK-00449,"Need assistance, I am reporting this issue: My account is locked. Channel phone, medium priority, reference main tenant, and this is impacting customer response times.",account_access
TCK-00450,"Please help: The VAT amount is wrong on the invoice. I opened this through email with high priority, reference invoice INV-3044, and this affects multiple users.",billing
TCK-00451,"Need assistance, I was billed for an add-on I did not enable. Reported via chat, medium priority, reference invoice INV-1021, and this happens only on web.",billing
TCK-00452,"Good afternoon: I need to change the delivery address. I opened this through chat with high priority, reference shipment SHP-7654, and we need a fix today.",shipping
TCK-00453,"Hello support, The payment failed but money was still taken. Reported via email, low priority, reference subscription SUB-8840, and this blocks our daily operations.",billing
TCK-00454,"Please help, I am reporting this issue: The parcel box arrived open. Channel phone, low priority, reference tracking TRK-992, and this affects multiple users.",shipping
TCK-00455,"Need assistance, I am reporting this issue: My account is locked. Channel portal, medium priority, reference main tenant, and this happens only on mobile.",account_access
TCK-00456,"Please help, The order is marked delivered but I did not receive it. Reported via chat, low priority, reference tracking TRK-992, and this happens only on mobile.",shipping
TCK-00457,"Quick request, The two-factor code never arrives. Sending details through email, high priority, reference sales team, and this affects multiple users.",account_access
TCK-00458,"Hi team, I received the wrong product. Reported via phone, low priority, reference order ORD-1102, and we need a fix today.",shipping
TCK-00459,"Good afternoon, Customs hold has delayed my package. Reported via chat, low priority, reference tracking TRK-992, and this started after the latest release.",shipping
TCK-00460,"Hello support, I am reporting this issue: I received the wrong product. Channel phone, low priority, reference order ORD-1102, and we need a fix today.",shipping
TCK-00461,"Urgent: The parcel box arrived open. I opened this through email with low priority, reference shipment SHP-7654, and this happens only on web.",shipping
TCK-00462,"Good afternoon: SSO login is failing for my team. I opened this through portal with low priority, reference sales team, and we need a fix today.",account_access
TCK-00463,"Need assistance: The API returns a 500 error. I opened this through chat with medium priority, reference service API, and this is impacting customer response times.",technical
TCK-00464,"Hi team, The screen is blank after login. Reported via chat, medium priority, reference admin dashboard, and this blocks our daily operations.",technical
TCK-00465,"Urgent, I get logged out immediately. Sending details through portal, low priority, reference user USR-441, and we need a fix today.",account_access
TCK-00466,"Hello support: My annual plan renewed at the wrong price. I opened this through chat with medium priority, reference invoice INV-1021, and this affects multiple users.",billing
TCK-00467,"Good morning, I am reporting this issue: My user appears disabled. Channel email, high priority, reference corporate domain, and this is impacting customer response times.",account_access
TCK-00468,"Quick request, I was charged twice for my monthly plan. Reported via email, medium priority, reference invoice INV-3044, and this started after the latest release.",billing
TCK-00469,"Urgent: One item is missing from the shipment. I opened this through phone with medium priority, reference shipment SHP-7654, and this is impacting customer response times.",shipping
TCK-00470,"Urgent, The courier asked for an unexpected fee. Sending details through portal, high priority, reference shipment SHP-9001, and this blocks our daily operations.",shipping
TCK-00471,"Hello support, I am reporting this issue: Customs hold has delayed my package. Channel portal, low priority, reference tracking TRK-992, and we need a fix today.",shipping
TCK-00472,"Hello support, I am reporting this issue: Changes are not being saved. Channel chat, low priority, reference web frontend, and we need a fix today.",technical
TCK-00473,"Quick request, I am reporting this issue: I need to switch the payment method. Channel phone, high priority, reference invoice INV-3044, and this happens only on web.",billing
TCK-00474,"Hello support, I am reporting this issue: I need to switch the payment method. Channel portal, medium priority, reference plan PRO, and this affects multiple users.",billing
TCK-00475,"Good afternoon, I am reporting this issue: My order has not been delivered. Channel chat, low priority, reference shipment SHP-7654, and this started yesterday.",shipping
TCK-00476,"Need assistance: The export button does nothing. I opened this through phone with high priority, reference CRM connector, and this started after the latest release.",technical
TCK-00477,"Need assistance, I am reporting this issue: The password reset link expired. Channel email, medium priority, reference corporate domain, and this affects multiple users.",account_access
TCK-00478,"Good afternoon, I am reporting this issue: Changes are not being saved. Channel chat, low priority, reference web frontend, and this blocks our daily operations.",technical
